key_pair,comfort_score,uncertainty
WY,-0.689814767059513,
WZ,-1.42856825167182,0.141221978206453
W[,-0.689814767059513,
X',-0.828168352023497,
"X,",-0.7854635479930014,
X.,-0.819779582762429,
X/,-0.7949399346475525,
X;,-0.578609012721397,
XA,-1.07563091199878,0.086214681070939
XB,-1.44226083234643,
XC,-0.969863399264579,0.0455411505309935
XD,-0.953483728567417,0.0984454446971345
XE,-1.25097964652377,0.135016670810931
XF,-0.836557121284565,0.0607879925608578
XG,-1.44226083234643,
XH,-0.828168352023497,
XI,-0.5806391320268895,
XJ,-0.4404547549267432,
XK,-0.512945237145168,
XL,-0.546708987454804,
XM,-0.677529072511192,
XN,-0.828168352023497,
XO,-0.6814259977984449,
XP,-0.7683535940651784,
XQ,-1.44226083234643,0.118262796631987
XR,-1.24230217125189,0.107979033093943
XS,-1.03073133807103,0.121222585014758
XT,-1.44226083234643,
XU,-0.5806391320268895,
XV,-0.819779582762429,0.0412839750370791
XW,-1.27400745019855,0.143274213988423
XX,-0.977061260768121,0.0966537405361388
XY,-0.828168352023497,
XZ,-1.147859236363,0.0605093742569436
X[,-0.828168352023497,
Y',-1.44226083234643,
"Y,",-1.30970434459754,
Y.,-1.36375844548522,
Y/,-1.42856825167182,
Y;,-1.1086149252012,
YA,-0.586997781982465,
YB,-0.836557121284565,
YC,-0.7938523172540695,
YD,-0.5213340064062361,
YE,-0.5890279012879576,
YF,-0.4488435241878112,
YG,-0.836557121284565,
YH,-1.44226083234643,
YI,-1.25097964652377,
YJ,-0.836557121284565,
YK,-0.953483728567417,
YL,-1.03073133807103,
YM,-1.09509871611661,
YN,-1.44226083234643,
YO,-1.30699309128098,
YP,-1.44226083234643,
YQ,-0.7767423633262465,
YR,-0.5890279012879576,
YS,-0.555097756715872,
YT,-0.836557121284565,
YU,-1.24230217125189,
YV,-0.68591784177226,
YW,-0.689814767059513,
YX,-0.828168352023497,
YY,-1.44226083234643,
YZ,-0.8033287039086205,
Y[,-1.44226083234643,
Z',-0.8033287039086205,
"Z,",-0.760623899878125,
Z.,-0.7949399346475525,
Z/,-0.770100286532676,
Z;,-0.5537693646065205,
ZA,-1.08268925415533,0.123247450200076
ZB,-1.41159324937401,
ZC,-0.957512884264827,0.0458605175950678
ZD,-0.890843498408935,0.0634872361230002
ZE,-1.20864703427567,0.108650684200921
ZF,-0.770100286532676,0.0539979601397299
ZG,-1.41159324937401,
ZH,-0.8033287039086205,
ZI,-0.5557994839120131,
ZJ,-0.4156151068118667,
ZK,-0.4881055890302915,
ZL,-0.5218693393399275,
ZM,-0.6526894243963155,
ZN,-0.8033287039086205,
ZO,-0.6565863496835684,
ZP,-0.743513945950302,
ZQ,-1.41159324937401,0.145209673976169
ZR,-1.15630502746447,0.0971573729625196
ZS,-1.00758668436485,0.100532179296818
ZT,-1.41159324937401,
ZU,-0.5557994839120131,
ZV,-0.805279842603763,0.0426668991172165
ZW,-1.30699309128098,0.136545535660167
ZX,-1.02630362330353,0.0486047379362064
ZY,-0.8033287039086205,
ZZ,-0.947761608144908,0.098218170230852
Z[,-0.8033287039086205,
[',-1.44226083234643,
"[,",-1.30970434459754,
[.,-1.36375844548522,
[/,-1.42856825167182,
[;,-1.1086149252012,
[A,-0.586997781982465,
[B,-0.836557121284565,
[C,-0.7938523172540695,
[D,-0.5213340064062361,
[E,-0.5890279012879576,
[F,-0.4488435241878112,
[G,-0.836557121284565,
[H,-1.44226083234643,
[I,-1.25097964652377,
[J,-0.836557121284565,
[K,-0.953483728567417,
[L,-1.03073133807103,
[M,-1.09509871611661,
[N,-1.44226083234643,
[O,-1.30699309128098,
[P,-1.44226083234643,
[Q,-0.7767423633262465,
[R,-0.5890279012879576,
[S,-0.555097756715872,
[T,-0.836557121284565,
[U,-1.24230217125189,
[V,-0.68591784177226,
[W,-0.689814767059513,
[X,-0.828168352023497,
[Y,-1.44226083234643,
[Z,-0.8033287039086205,
[[,-1.44226083234643,
